id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,durability,injury_risk,recovery_rate,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes,recalibration_model,top_200_rank,top_200_selection_score,draftRank,popularity,momentum,ringSkill,promoSkill,morale,fatigue
aew_aew_kyle_o_reilly,Kyle O'Reilly,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,Technician,The Paragon & The Congomleration,AEW World Trios Champion,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3175000,52,35,85,89,87,81,91,84,83,78,79,85,90,88,88,89,81,87,78,22,71,79,85,27,84,82,88,86,75,96,87,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,41,87.05,41,84,76,91,86,59,13
wwe_raw_bayley,Bayley,WWE,Raw,Raw,Womens,Womens,Yes,Active,UpperCard,Unknown,RingGeneral,,,89,89,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1936000,52,35,86,91,88,90,91,91,94,83,84,89,89,87,91,88,83,89,83,28,69,82,94,37,95,96,89,87,91,90,95,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,42,86.9,42,88,71,87,85,63,10
aew_aew_samoa_joe,Samoa Joe,AEW,AEW,AEW,Mens,Mens,Yes,Active,UpperCard,Unknown,Brawler,The Opps,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,1677000,52,35,89,90,89,88,95,87,86,82,84,89,91,94,97,94,89,93,80,28,65,76,97,30,89,80,95,91,89,92,93,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,43,86.9,43,78,71,86,87,58,27
wwe_raw_logan_paul,Logan Paul,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Heel,Showman,,,90,90,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,972000,52,25,93,90,91,97,91,89,91,89,86,93,85,93,99,93,90,95,85,33,65,76,88,18,86,83,97,90,88,83,92,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,44,86.8,44,86,67,80,86,55,20
aew_aew_roderick_strong,Roderick Strong,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,Technician,The Paragon,AEW World Trios Champion,83,83,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3162000,52,35,88,87,87,86,93,87,81,76,81,85,88,84,83,84,91,83,79,30,69,70,88,28,90,87,83,87,74,94,84,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,45,86.55,45,83,74,91,85,55,23
aew_aew_darby_allin,Darby Allin,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,RingGeneral,,AEW World Champion,83,83,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3162000,52,35,87,87,87,89,93,79,78,81,78,87,89,89,87,91,89,87,77,28,65,75,93,22,83,87,89,89,75,95,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,46,86.45,46,83,76,88,88,56,28
wwe_smackdown_nia_jax,Nia Jax,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,UpperCard,Unknown,Powerhouse,The Irresistible Forces,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1929000,52,35,88,88,88,92,92,87,85,86,83,86,92,84,80,80,91,82,80,25,68,79,90,34,89,95,80,87,89,93,90,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,86.3,47,91,71,86,83,58,16
aew_aew_bobby_lashley,Bobby Lashley,AEW,AEW,AEW,Mens,Mens,Yes,Active,UpperCard,Unknown,Powerhouse,The Hurt Syndicate,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,1677000,52,35,90,87,88,87,92,86,90,92,89,89,87,93,90,92,86,90,83,22,69,79,90,38,93,91,91,88,86,88,89,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,48,86.15,48,78,70,86,84,61,20
wwe_raw_bronson_reed,Bronson Reed,WWE,Raw,Raw,Mens,Mens,Yes,Active,UpperCard,Unknown,Powerhouse,,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1929000,52,35,90,87,88,87,92,86,90,92,89,89,87,93,90,92,86,90,83,22,69,79,90,38,93,91,91,88,86,88,89,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,49,86.15,49,89,70,86,84,59,20
wwe_smackdown_kevin_owens,Kevin Owens,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,UpperCard,Unknown,RingGeneral,,,87,87,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1921000,52,35,88,90,89,88,86,82,82,80,90,91,86,88,86,87,85,86,83,20,73,76,87,31,91,96,86,85,83,87,92,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,50,86.05,50,91,69,86,83,55,13
aew_aew_mark_davis,Mark Davis,AEW,AEW,AEW,Mens,Mens,Yes,Active,MainEvent,Unknown,RingGeneral,The Don Callis Family,AEW National Champion,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3150000,52,35,84,88,86,88,80,83,80,82,81,86,90,78,79,78,81,79,75,33,68,73,84,24,84,82,78,83,77,96,84,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,51,85.7,51,82,72,89,85,55,29
wwe_raw_la_knight,LA Knight,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,89,89,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,968000,52,25,90,89,89,88,92,90,89,85,91,88,83,91,96,91,88,92,86,23,65,85,94,27,92,91,93,88,91,81,87,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,52,85.4,52,85,68,85,82,63,9
wwe_smackdown_sami_zayn,Sami Zayn,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,89,89,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,968000,52,25,90,89,89,88,92,90,89,85,91,88,83,91,96,91,88,92,86,23,65,85,94,27,92,91,93,88,91,81,87,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,53,85.4,53,88,68,84,82,63,9
wwe_smackdown_giulia,Giulia,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,UpperCard,Unknown,RingGeneral,Giulia & Kiana James,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1914000,52,35,89,87,88,89,89,83,89,90,83,85,85,83,78,86,86,83,82,21,70,77,91,33,94,88,82,84,85,86,92,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,54,85,54,90,70,87,83,58,20
wwe_raw_nattie,Nattie,WWE,Raw,Raw,Womens,Womens,Yes,Active,UpperCard,Unknown,RingGeneral,,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1914000,52,35,89,87,88,89,89,83,89,90,83,85,85,83,78,86,86,83,82,21,70,77,91,33,94,88,82,84,85,86,92,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,55,85,55,88,69,87,83,58,20
wwe_raw_raquel_rodriguez,Raquel Rodriguez,WWE,Raw,Raw,Womens,Womens,Yes,Active,UpperCard,Unknown,RingGeneral,,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1914000,52,35,89,87,88,89,89,83,89,90,83,85,85,83,78,86,86,83,82,21,70,77,91,33,94,88,82,84,85,86,92,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,56,85,56,87,69,87,83,58,19
wwe_smackdown_damian_priest,Damian Priest,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,Brawler,Wepa Up,WWE Tag Team Champion,87,87,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,961000,52,25,90,84,87,86,95,90,85,85,83,86,84,87,89,91,91,89,85,17,65,78,81,15,85,89,90,88,92,82,96,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,57,84.85,57,87,70,82,82,61,9
aew_aew_ricochet,Ricochet,AEW,AEW,AEW,Mens,Mens,Yes,Active,UpperCard,Unknown,HighFlyer,The Demand,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,1664000,52,35,86,88,87,85,84,85,86,82,86,91,88,82,79,78,85,81,78,25,66,70,88,32,89,82,78,83,81,89,81,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,58,84.8,58,77,69,86,82,55,17
wwe_raw_sheamus,Sheamus,WWE,Raw,Raw,Mens,Mens,Yes,Active,UpperCard,Unknown,Powerhouse,,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1914000,52,35,86,87,86,86,87,90,87,89,82,85,88,89,89,86,90,87,78,24,72,77,84,28,87,91,87,88,82,89,93,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,59,84.5,59,87,69,85,83,56,9
wwe_raw_finn_b_lor,Finn Bálor,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,964000,52,25,86,87,86,91,82,86,87,93,85,94,83,91,95,89,87,90,84,23,72,85,89,17,84,94,92,87,87,81,83,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,60,83.65,60,84,68,84,82,63,12
wwe_raw_dominik_mysterio,Dominik Mysterio,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Tweener,HighFlyer,,,87,87,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,961000,52,25,87,86,86,85,93,86,84,83,84,84,86,91,93,93,88,91,80,21,65,73,81,24,89,91,93,89,82,84,90,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,61,83.3,61,83,67,82,81,53,9
aew_aew_lena_kross,Lena Kross,AEW,AEW,AEW,Womens,Womens,Yes,Active,MainEvent,Unknown,RingGeneral,Divine Dominion,AEW Women's World Tag Team Champion,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,3113000,52,35,82,85,83,83,77,73,80,73,82,78,87,79,80,76,80,78,73,20,65,73,79,32,80,83,78,81,69,93,78,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,62,83,62,82,72,88,85,55,15
wwe_smackdown_alexa_bliss,Alexa Bliss,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Face,RingGeneral,,,87,87,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,961000,52,25,88,83,85,90,83,81,90,81,87,90,86,85,90,89,86,88,80,28,68,76,85,19,91,95,89,87,92,84,92,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,63,82.75,63,86,67,84,81,54,19
wwe_raw_jimmy_uso,Jimmy Uso,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,957000,52,25,88,85,86,86,85,80,88,87,87,83,85,90,89,91,84,88,79,30,65,80,81,20,85,95,90,86,84,83,82,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,64,82.75,64,83,67,83,81,62,21
wwe_smackdown_shinsuke_nakamura,Shinsuke Nakamura,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,957000,52,25,88,85,86,86,85,80,88,87,87,83,85,90,89,91,84,88,79,30,65,80,81,20,85,95,90,86,84,83,82,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,65,82.75,65,86,67,83,81,62,21
wwe_raw_penta,Penta,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,HighFlyer,,Intercontinental Champion,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,949000,52,25,85,82,83,83,87,84,89,79,87,84,78,80,75,78,89,79,73,32,60,71,86,26,83,83,76,81,87,76,82,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,66,81.65,66,82,68,81,75,53,26
wwe_smackdown_chelsea_green,Chelsea Green,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,Showman,The Green Regime,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,953000,52,25,87,84,85,82,89,87,87,78,84,81,80,92,97,94,90,92,81,26,69,78,86,16,83,81,95,88,85,78,86,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,67,81.6,67,85,66,77,84,58,12
wwe_smackdown_ilja_dragunov,Ilja Dragunov,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,Technician,,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,953000,52,25,85,85,85,80,83,82,84,88,84,85,82,88,88,90,86,87,78,21,64,80,91,24,87,90,89,85,82,80,89,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,68,81.6,68,84,67,83,77,62,9
wwe_raw_roxanne_perez,Roxanne Perez,WWE,Raw,Raw,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,953000,52,25,85,84,84,84,83,86,90,79,86,91,79,82,87,81,85,84,84,19,73,71,89,16,86,85,84,82,84,77,88,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,69,81.15,69,81,65,84,78,54,9
wwe_smackdown_trick_williams,Trick Williams,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,United States Champion,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,949000,52,25,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,77,26,62,75,82,21,83,87,88,83,81,80,83,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,70,81.05,70,82,68,83,78,54,15
aew_aew_mark_briscoe,Mark Briscoe,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,Brawler,the Conglomeration,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,86,84,85,85,92,82,87,84,85,83,78,90,91,89,87,88,81,20,71,79,84,13,82,81,90,85,89,76,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,71,80.9,71,76,66,78,82,58,8
aew_aew_tommaso_ciampa,Tommaso Ciampa,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,Brawler,,,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,826000,52,25,86,84,85,85,92,82,87,84,85,83,78,90,91,89,87,88,81,20,71,79,84,13,82,81,90,85,89,76,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,72,80.9,72,76,67,78,82,58,8
aew_aew_christian_cage,Christian Cage,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,Powerhouse,Cope & Christian,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,87,82,84,89,93,85,86,77,87,85,83,80,82,83,85,83,76,32,65,84,90,15,85,86,82,83,81,81,89,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,73,80.8,73,77,68,77,76,63,19
wwe_raw_el_grande_americano,El Grande Americano,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Tweener,RingGeneral,,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,953000,52,25,84,82,83,85,85,86,90,85,83,82,81,89,86,92,85,87,84,19,73,78,84,12,84,91,89,85,83,79,81,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,74,80.6,74,81,66,83,81,62,8
aew_aew_matt_jackson,Matt Jackson,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,The Young Bucks,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,829000,52,25,84,82,83,85,85,86,90,85,83,82,81,89,86,92,85,87,84,19,73,78,84,12,84,91,89,85,83,79,81,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,75,80.6,75,75,66,84,81,62,8
aew_aew_nick_jackson,Nick Jackson,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,The Young Bucks,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,829000,52,25,84,82,83,85,85,86,90,85,83,82,81,89,86,92,85,87,84,19,73,78,84,12,84,91,89,85,83,79,81,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,76,80.6,76,75,66,83,81,62,8
wwe_raw_original_el_grande_americano,Original El Grande Americano,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Tweener,RingGeneral,American Made,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,953000,52,25,84,82,83,85,85,86,90,85,83,82,81,89,86,92,85,87,84,19,73,78,84,12,84,91,89,85,83,79,81,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,77,80.6,77,80,66,83,80,62,7
wwe_smackdown_solo_sikoa,Solo Sikoa,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,MFT,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,953000,52,25,84,82,83,85,85,86,90,85,83,82,81,89,86,92,85,87,84,19,73,78,84,12,84,91,89,85,83,79,81,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,78,80.6,78,83,66,82,80,62,7
wwe_raw_rey_mysterio,Rey Mysterio,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,HighFlyer,,,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,949000,52,25,85,82,83,83,87,84,89,79,87,84,78,80,75,78,89,79,73,32,60,71,86,26,83,83,76,81,87,76,82,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,79,80.15,79,79,66,81,75,53,26
aew_aew_athena,Athena,AEW,AEW,AEW,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,M.I.T.,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,84,81,82,80,88,84,85,80,80,87,83,89,85,91,80,86,76,31,62,75,87,20,87,92,88,83,89,81,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,80,79.95,80,73,64,81,80,57,12
aew_aew_hikaru_shida,Hikaru Shida,AEW,AEW,AEW,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,84,81,82,80,88,84,85,80,80,87,83,89,85,91,80,86,76,31,62,75,87,20,87,92,88,83,89,81,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,81,79.95,81,73,64,81,79,57,12
aew_aew_jamie_hayter,Jamie Hayter,AEW,AEW,AEW,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Brawling Birds,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,84,81,82,80,88,84,85,80,80,87,83,89,85,91,80,86,76,31,62,75,87,20,87,92,88,83,89,81,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,82,79.95,82,72,65,81,79,57,12
