id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,fatigue,durability,injury_risk,recovery_rate,morale,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes
wwe_smackdown_fallon_henley,Fallon Henley,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Fatal Influence,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,24,74,26,65,77,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_giulia,Giulia,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,UpperCard,Unknown,RingGeneral,Giulia & Kiana James,,86,86,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1914000,52,35,89,87,88,89,89,83,89,90,83,85,85,83,78,86,86,83,25,82,21,70,69,77,91,33,94,88,82,84,85,86,92,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_jacy_jayne,Jacy Jayne,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Fatal Influence,,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,77,77,77,80,80,76,78,75,82,81,75,79,76,81,75,79,16,73,21,63,73,74,75,15,82,82,78,76,77,73,76,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_jade_cargill,Jade Cargill,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,MainEvent,Heel,Powerhouse,,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,3709000,52,35,95,92,93,94,93,86,84,87,86,83,93,89,85,87,96,86,12,80,20,68,80,84,89,30,95,94,86,91,78,99,90,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_jordynne_grace,Jordynne Grace,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Face,RingGeneral,,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,79,79,79,75,75,78,80,76,84,79,81,83,84,81,75,82,20,71,28,68,79,77,79,26,83,89,82,79,77,79,80,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_kiana_james,Kiana James,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,Giulia & Kiana James,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,21,64,20,72,60,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_lainey_reid,Lainey Reid,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,The Fatal Influence,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,21,64,20,72,60,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_lash_legend,Lash Legend,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Irresistible Forces,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,79,79,79,75,75,78,80,76,84,79,81,83,84,81,75,82,20,71,28,68,79,77,79,26,83,89,82,79,77,79,80,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_michin,Michin,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,942000,52,25,79,80,79,84,74,84,79,84,80,77,77,88,90,91,77,87,18,75,28,61,72,76,82,26,79,87,90,81,83,75,83,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_nia_jax,Nia Jax,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,UpperCard,Unknown,Powerhouse,The Irresistible Forces,,88,88,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,1929000,52,35,88,88,88,92,92,87,85,86,83,86,92,84,80,80,91,82,19,80,25,68,72,79,90,34,89,95,80,87,89,93,90,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_piper_niven,Piper Niven,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,The Green Regime,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,21,64,20,72,60,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_rhea_ripley,Rhea Ripley,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,MainEvent,Face,RingGeneral,,WWE Women's Champion,96,96,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,3824000,52,35,99,99,99,97,99,96,98,99,93,94,99,99,99,98,99,99,10,86,33,62,70,86,98,36,99,96,99,99,96,99,99,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_smackdown_tiffany_stratton,Tiffany Stratton,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Face,RingGeneral,,Women's United States Champion,91,91,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,975000,52,25,90,91,90,93,94,94,91,95,90,92,89,90,95,91,90,92,20,88,21,63,70,83,90,14,90,91,93,90,88,87,94,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_brad_baylor,Brad Baylor,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_bronco_nima,Bronco Nima,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,Powerhouse,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,75,72,73,71,76,70,67,65,69,77,70,75,75,76,71,74,25,69,25,65,73,73,74,15,71,78,75,72,75,64,82,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_channing_stacks_lorenzo,"Channing ""Stacks"" Lorenzo",WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,74,74,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,351000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_charlie_dempsey,Charlie Dempsey,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Birthright,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,352000,52,25,78,72,75,74,73,69,78,72,77,70,73,75,73,74,78,74,25,71,27,63,70,70,78,20,73,69,73,74,73,67,70,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_cutler_james,Cutler James,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_dion_lennox,Dion Lennox,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_ek_prosper,EK Prosper,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_elio_lefleur,Elio LeFleur,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_hank_walker,Hank Walker,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,77,78,81,79,75,73,74,81,77,77,76,76,72,80,75,24,69,30,64,78,80,75,26,80,76,74,77,79,71,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_jackson_drake,Jackson Drake,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_jasper_troy,Jasper Troy,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_josh_briggs,Josh Briggs,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,74,74,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,351000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,24,67,31,62,71,75,76,17,71,75,79,74,75,66,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_kale_dixon,Kale Dixon,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_kam_hendrix,Kam Hendrix,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_keanu_carver,Keanu Carver,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_lexis_king,Lexis King,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_lucien_price,Lucien Price,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_mason_rook,Mason Rook,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_myles_borne,Myles Borne,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,352000,52,25,76,72,74,77,77,78,77,70,74,76,75,78,74,81,77,76,23,74,19,69,71,72,80,18,74,75,77,76,70,69,79,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_naraku,Naraku,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_niko_vance,Niko Vance,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_noam_dar,Noam Dar,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,354000,52,25,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,13,73,23,64,62,66,79,12,74,83,73,75,73,66,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_osiris_griffin,Osiris Griffin,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_ricky_smokes,Ricky Smokes,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_saquon_shugars,Saquon Shugars,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_sean_legacy,Sean Legacy,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_shawn_spears,Shawn Spears,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_shiloh_hill,Shiloh Hill,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_tank_ledger,Tank Ledger,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,77,78,81,79,75,73,74,81,77,77,76,76,72,80,75,24,69,30,64,78,80,75,26,80,76,74,77,79,71,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_tate_wilder,Tate Wilder,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_tavion_heights,Tavion Heights,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_tony_d_angelo,Tony D'Angelo,WWE,NXT,NXT,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,77,77,77,78,73,76,74,73,76,77,79,83,81,85,73,81,25,72,31,66,75,78,76,24,76,83,83,78,77,77,85,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_tristan_angels,Tristan Angels,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_uriah_connors,Uriah Connors,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,10,68,18,66,65,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_adriana_rizzo,Adriana Rizzo,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,21,64,20,72,60,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
wwe_nxt_arianna_grace,Arianna Grace,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,21,64,20,72,60,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
