rank,id,name,status,matched_page,page_url,pageimage,image_url,note
88,wwe-smackdown-carmelo-hayes,Carmelo Hayes,saved,Carmelo Hayes,https://prowrestling.fandom.com/wiki/Carmelo_Hayes,CarmeloHayesNoBelt.png,https://static.wikia.nocookie.net/prowrestling/images/d/d9/CarmeloHayesNoBelt.png/revision/latest?cb=20220503065002,Saved square portrait from Pro Wrestling Fandom page image
89,aew-aew-konosuke-takeshita,Konosuke Takeshita,saved,Konosuke Takeshita,https://prowrestling.fandom.com/wiki/Konosuke_Takeshita,Konosuke_Takeshita_DDT_render.png,https://static.wikia.nocookie.net/prowrestling/images/0/02/Konosuke_Takeshita_DDT_render.png/revision/latest?cb=20230311065324,Saved square portrait from Pro Wrestling Fandom page image
90,wwe-raw-austin-theory,Austin Theory,saved,Austin Theory,https://prowrestling.fandom.com/wiki/Austin_Theory,Austin_Theory_Vision.png,https://static.wikia.nocookie.net/prowrestling/images/c/c4/Austin_Theory_Vision.png/revision/latest?cb=20260125083051,Saved square portrait from Pro Wrestling Fandom page image
91,aew-aew-kyle-fletcher,Kyle Fletcher,saved,Kyle Fletcher,https://prowrestling.fandom.com/wiki/Kyle_Fletcher,Kyle_Fletcher_Shaved_Head.png,https://static.wikia.nocookie.net/prowrestling/images/b/bf/Kyle_Fletcher_Shaved_Head.png/revision/latest?cb=20241104080723,Saved square portrait from Pro Wrestling Fandom page image
92,aew-aew-shelton-benjamin,Shelton Benjamin,saved,Shelton Benjamin,https://prowrestling.fandom.com/wiki/Shelton_Benjamin,Shelton_Benjamin_stat_photo.png,https://static.wikia.nocookie.net/prowrestling/images/4/45/Shelton_Benjamin_stat_photo.png/revision/latest?cb=20170915013323,Saved square portrait from Pro Wrestling Fandom page image
93,wwe-raw-joe-hendry,Joe Hendry,saved,Joe Hendry,https://prowrestling.fandom.com/wiki/Joe_Hendry,I_believe_in_Joe_Hendry.jpg,https://static.wikia.nocookie.net/prowrestling/images/e/e0/I_believe_in_Joe_Hendry.jpg/revision/latest?cb=20240619010109,Saved square portrait from Pro Wrestling Fandom page image
94,wwe-smackdown-ricky-saints,Ricky Saints,saved,Ricky Starks,https://prowrestling.fandom.com/wiki/Ricky_Starks,Ricky_Saints.png,https://static.wikia.nocookie.net/prowrestling/images/f/f1/Ricky_Saints.png/revision/latest?cb=20250219023346,Saved square portrait from Pro Wrestling Fandom page image
95,aew-aew-adam-cole,Adam Cole,saved,Adam Cole,https://prowrestling.fandom.com/wiki/Adam_Cole,Adam_Cole_stat_photo_2019.png,https://static.wikia.nocookie.net/prowrestling/images/e/eb/Adam_Cole_stat_photo_2019.png/revision/latest?cb=20190602035538,Saved square portrait from Pro Wrestling Fandom page image
96,wwe-smackdown-michin,Michin,saved,Mia Yim,https://prowrestling.fandom.com/wiki/Mia_Yim,Michin_(Mia_Yim)_2025.png,https://static.wikia.nocookie.net/prowrestling/images/d/d9/Michin_%28Mia_Yim%29_2025.png/revision/latest?cb=20250524200129,Saved square portrait from Pro Wrestling Fandom page image
97,wwe-smackdown-r-truth,R-Truth,saved,Ron Killings,https://prowrestling.fandom.com/wiki/Ron_Killings,R-Truth_Stat_Photo.png,https://static.wikia.nocookie.net/prowrestling/images/d/d1/R-Truth_Stat_Photo.png/revision/latest?cb=20160728013949,Saved square portrait from Pro Wrestling Fandom page image
98,wwe-smackdown-the-miz,The Miz,saved,The Miz,https://prowrestling.fandom.com/wiki/The_Miz,The_Miz_stat--0a50d3035ba1bf9ca5827c3e8af2fbcf.png,https://static.wikia.nocookie.net/prowrestling/images/7/7a/The_Miz_stat--0a50d3035ba1bf9ca5827c3e8af2fbcf.png/revision/latest?cb=20170719021252,Saved square portrait from Pro Wrestling Fandom page image
99,wwe-smackdown-jordynne-grace,Jordynne Grace,saved,Jordynne Grace,https://prowrestling.fandom.com/wiki/Jordynne_Grace,Jordynne_Grace_WWE_2025.png,https://static.wikia.nocookie.net/prowrestling/images/1/13/Jordynne_Grace_WWE_2025.png/revision/latest?cb=20250828223410,Saved square portrait from Pro Wrestling Fandom page image
100,wwe-smackdown-lash-legend,Lash Legend,saved,Lash Legend,https://prowrestling.fandom.com/wiki/Lash_Legend,Lash_Legend_2024.png,https://static.wikia.nocookie.net/prowrestling/images/9/93/Lash_Legend_2024.png/revision/latest/scale-to-width-down/816?cb=20240302103222,Saved square portrait from Pro Wrestling Fandom page image
101,aew-aew-dr-britt-baker-d-m-d,"Dr. Britt Baker, D.M.D.",saved,Britt Baker,https://prowrestling.fandom.com/wiki/Britt_Baker,Britt_Baker_2022_render.png,https://static.wikia.nocookie.net/prowrestling/images/0/08/Britt_Baker_2022_render.png/revision/latest/scale-to-width-down/1093?cb=20220909105950,Saved square portrait from Pro Wrestling Fandom page image
102,aew-aew-timeless-toni-storm,"""Timeless"" Toni Storm",saved,Toni Storm,https://prowrestling.fandom.com/wiki/Toni_Storm,Timeless_Toni_Storm.png,https://static.wikia.nocookie.net/prowrestling/images/a/a5/Timeless_Toni_Storm.png/revision/latest?cb=20231129093159,Saved square portrait from Pro Wrestling Fandom page image
103,wwe-raw-montez-ford,Montez Ford,saved,Montez Ford,https://prowrestling.fandom.com/wiki/Montez_Ford,Montez_Ford_stat_photo.png,https://static.wikia.nocookie.net/prowrestling/images/6/60/Montez_Ford_stat_photo.png/revision/latest?cb=20170919203226,Saved square portrait from Pro Wrestling Fandom page image
104,wwe-smackdown-jacy-jayne,Jacy Jayne,saved,Jacy Jayne,https://prowrestling.fandom.com/wiki/Jacy_Jayne,Jacy_Jayne_2024.png,https://static.wikia.nocookie.net/prowrestling/images/e/eb/Jacy_Jayne_2024.png/revision/latest?cb=20241031074702,Saved square portrait from Pro Wrestling Fandom page image
105,wwe-nxt-kelani-jordan,Kelani Jordan,saved,Kelani Jordan,https://prowrestling.fandom.com/wiki/Kelani_Jordan,Kelani_Jordan_2026.png,https://static.wikia.nocookie.net/prowrestling/images/2/24/Kelani_Jordan_2026.png/revision/latest?cb=20260511232651,Saved square portrait from Pro Wrestling Fandom page image
106,wwe-raw-dragon-lee,Dragon Lee,saved,Dragon Lee,https://prowrestling.fandom.com/wiki/Dragon_Lee,Dragon_Lee_PNG.png,https://static.wikia.nocookie.net/prowrestling/images/2/2d/Dragon_Lee_PNG.png/revision/latest?cb=20230327013805,Saved square portrait from Pro Wrestling Fandom page image
107,wwe-raw-jd-mcdonagh,JD McDonagh,saved,Jordan Devlin,https://prowrestling.fandom.com/wiki/Jordan_Devlin,J.D._McDonagh_2025.png,https://static.wikia.nocookie.net/prowrestling/images/f/fb/J.D._McDonagh_2025.png/revision/latest?cb=20250724183022,Saved square portrait from Pro Wrestling Fandom page image
108,wwe-nxt-tony-d-angelo,Tony D'Angelo,saved,Tony D'Angelo,https://prowrestling.fandom.com/wiki/Tony_D%27Angelo,Tony_D'Angelo_2026.png,https://static.wikia.nocookie.net/prowrestling/images/4/45/Tony_D%27Angelo_2026.png/revision/latest?cb=20260321153915,Saved square portrait from Pro Wrestling Fandom page image
109,wwe-raw-angelo-dawkins,Angelo Dawkins,saved,Angelo Dawkins,https://prowrestling.fandom.com/wiki/Angelo_Dawkins,Angelo_Dawkins_stat_photo_2017.png,https://static.wikia.nocookie.net/prowrestling/images/a/a3/Angelo_Dawkins_stat_photo_2017.png/revision/latest?cb=20170919203430,Saved square portrait from Pro Wrestling Fandom page image
110,wwe-raw-je-von-evans,Je'Von Evans,saved,Jay Malachi,https://prowrestling.fandom.com/wiki/Jay_Malachi,Je'Von_Evans_2025.png,https://static.wikia.nocookie.net/prowrestling/images/5/58/Je%27Von_Evans_2025.png/revision/latest?cb=20251218071709,Saved square portrait from Pro Wrestling Fandom page image
111,wwe-smackdown-blake-monroe,Blake Monroe,saved,Mariah May,https://prowrestling.fandom.com/wiki/Mariah_May,Blake_Monroe.png,https://static.wikia.nocookie.net/prowrestling/images/d/d3/Blake_Monroe.png/revision/latest?cb=20250910153131,Saved square portrait from Pro Wrestling Fandom page image
112,wwe-smackdown-fallon-henley,Fallon Henley,saved,Tesha Price,https://prowrestling.fandom.com/wiki/Tesha_Price,Fallon_Henley_2023.png,https://static.wikia.nocookie.net/prowrestling/images/5/5f/Fallon_Henley_2023.png/revision/latest?cb=20231211181811,Saved square portrait from Pro Wrestling Fandom page image
113,wwe-nxt-lola-vice,Lola Vice,saved,Lola Vice,https://prowrestling.fandom.com/wiki/Lola_Vice,Lola_Vice.png,https://static.wikia.nocookie.net/prowrestling/images/b/b6/Lola_Vice.png/revision/latest/scale-to-width-down/980?cb=20230222084118,Saved square portrait from Pro Wrestling Fandom page image
114,wwe-raw-maxxine-dupri,Maxxine Dupri,saved,Maxxine Dupri,https://prowrestling.fandom.com/wiki/Maxxine_Dupri,MaxxineDupriRender.png,https://static.wikia.nocookie.net/prowrestling/images/2/2d/MaxxineDupriRender.png/revision/latest?cb=20251014185819,Saved square portrait from Pro Wrestling Fandom page image
115,wwe-nxt-hank-walker,Hank Walker,saved,Hank Walker,https://prowrestling.fandom.com/wiki/Hank_Walker,Hank_Walker_2025.png,https://static.wikia.nocookie.net/prowrestling/images/1/17/Hank_Walker_2025.png/revision/latest?cb=20251227105138,Saved square portrait from Pro Wrestling Fandom page image
116,wwe-nxt-tank-ledger,Tank Ledger,saved,Joe Spivak,https://prowrestling.fandom.com/wiki/Joe_Spivak,Tank_Ledger.png,https://static.wikia.nocookie.net/prowrestling/images/3/38/Tank_Ledger.png/revision/latest?cb=20240929063413,Saved square portrait from Pro Wrestling Fandom page image
117,wwe-raw-ivar,Ivar,saved,Ivar,https://prowrestling.fandom.com/wiki/Ivar,Ivar_2020_by_nuruddinayobwwe_dduw5gq-fullview.png,https://static.wikia.nocookie.net/prowrestling/images/f/fa/Ivar_2020_by_nuruddinayobwwe_dduw5gq-fullview.png/revision/latest?cb=20220805072037,Saved square portrait from Pro Wrestling Fandom page image
118,wwe-nxt-jaida-parker,Jaida Parker,saved,Jaida Parker,https://prowrestling.fandom.com/wiki/Jaida_Parker,Jaida_Parker.png,https://static.wikia.nocookie.net/prowrestling/images/8/84/Jaida_Parker.png/revision/latest?cb=20231120115709,Saved square portrait from Pro Wrestling Fandom page image
119,wwe-raw-sol-ruca,Sol Ruca,saved,Sol Ruca,https://prowrestling.fandom.com/wiki/Sol_Ruca,Sol_Ruca_2.png,https://static.wikia.nocookie.net/prowrestling/images/5/53/Sol_Ruca_2.png/revision/latest?cb=20230309190832,Saved square portrait from Pro Wrestling Fandom page image
120,wwe-raw-erik,Erik,saved,Erik,https://prowrestling.fandom.com/wiki/Erik,VIKING.png,https://static.wikia.nocookie.net/prowrestling/images/f/fc/VIKING.png/revision/latest/scale-to-width-down/1023?cb=20220805071904,Saved square portrait from Pro Wrestling Fandom page image
121,wwe-nxt-noam-dar,Noam Dar,saved,Noam Dar,https://prowrestling.fandom.com/wiki/Noam_Dar,Noam_Dar_Stat_Photo.png,https://static.wikia.nocookie.net/prowrestling/images/4/4c/Noam_Dar_Stat_Photo.png/revision/latest?cb=20160919114226,Saved square portrait from Pro Wrestling Fandom page image
122,wwe-raw-ivy-nile,Ivy Nile,saved,Ivy Nile,https://prowrestling.fandom.com/wiki/Ivy_Nile,Ivy_Nile.png,https://static.wikia.nocookie.net/prowrestling/images/c/cc/Ivy_Nile.png/revision/latest/scale-to-width-down/1536?cb=20230604195732,Saved square portrait from Pro Wrestling Fandom page image
123,wwe-nxt-izzi-dame,Izzi Dame,saved,Izzi Dame,https://prowrestling.fandom.com/wiki/Izzi_Dame,Izzi_Dame.png,https://static.wikia.nocookie.net/prowrestling/images/8/8b/Izzi_Dame.png/revision/latest?cb=20230802054253,Saved square portrait from Pro Wrestling Fandom page image
124,aew-aew-hologram,Hologram,saved,Aramis (luchador),https://prowrestling.fandom.com/wiki/Aramis_(luchador),Hologram_AEW.png,https://static.wikia.nocookie.net/prowrestling/images/f/fe/Hologram_AEW.png/revision/latest?cb=20260217211228,Saved square portrait from Pro Wrestling Fandom page image
125,aew-aew-luchasaurus,Luchasaurus,saved,Judas Devlin,https://prowrestling.fandom.com/wiki/Judas_Devlin,Luchasaurus_-_981-9813616.jpg,https://static.wikia.nocookie.net/prowrestling/images/d/db/Luchasaurus_-_981-9813616.jpg/revision/latest?cb=20190903154308,Saved square portrait from Pro Wrestling Fandom page image
126,wwe-raw-brutus-creed,Brutus Creed,saved,Brutus Creed,https://prowrestling.fandom.com/wiki/Brutus_Creed,Brutus_Creed_-_7f4b25dd6a2f48e089e5b38e0b4586ce.png,https://static.wikia.nocookie.net/prowrestling/images/3/32/Brutus_Creed_-_7f4b25dd6a2f48e089e5b38e0b4586ce.png/revision/latest?cb=20211208194821,Saved square portrait from Pro Wrestling Fandom page image
127,wwe-smackdown-johnny-gargano,Johnny Gargano,saved,Johnny Gargano,https://prowrestling.fandom.com/wiki/Johnny_Gargano,Johnny_Gargano_stat_photo_2018.png,https://static.wikia.nocookie.net/prowrestling/images/d/d6/Johnny_Gargano_stat_photo_2018.png/revision/latest?cb=20180217004030,Saved square portrait from Pro Wrestling Fandom page image
128,wwe-nxt-charlie-dempsey,Charlie Dempsey,saved,Bailey Matthews,https://prowrestling.fandom.com/wiki/Bailey_Matthews,Charlie_Dempsey.png,https://static.wikia.nocookie.net/prowrestling/images/1/19/Charlie_Dempsey.png/revision/latest?cb=20251122121845,Saved square portrait from Pro Wrestling Fandom page image
129,aew-aew-buddy-matthews,Buddy Matthews,saved,Buddy Murphy,https://prowrestling.fandom.com/wiki/Buddy_Murphy,Buddy_Murphy_2018_stat_photo.png,https://static.wikia.nocookie.net/prowrestling/images/6/61/Buddy_Murphy_2018_stat_photo.png/revision/latest?cb=20180301223104,Saved square portrait from Pro Wrestling Fandom page image
130,aew-aew-dustin-rhodes,Dustin Rhodes,saved,Goldust,https://prowrestling.fandom.com/wiki/Goldust,Dustin_Rhodes_-_AEW_-_71184129.jpg,https://static.wikia.nocookie.net/prowrestling/images/5/5d/Dustin_Rhodes_-_AEW_-_71184129.jpg/revision/latest?cb=20191019181321,Saved square portrait from Pro Wrestling Fandom page image
131,aew-aew-jake-doyle,Jake Doyle,saved,Jake Something,https://prowrestling.fandom.com/wiki/Jake_Something,Jake_Something_-_11231694.jpg,https://static.wikia.nocookie.net/prowrestling/images/7/75/Jake_Something_-_11231694.jpg/revision/latest?cb=20160529204423,Saved square portrait from Pro Wrestling Fandom page image
132,aew-aew-josh-alexander,Josh Alexander,saved,Josh Alexander,https://prowrestling.fandom.com/wiki/Josh_Alexander,JoshAlexander2022.jpg,https://static.wikia.nocookie.net/prowrestling/images/9/95/JoshAlexander2022.jpg/revision/latest?cb=20220508113433,Saved square portrait from Pro Wrestling Fandom page image
133,aew-aew-kota-ibushi,Kota Ibushi,saved,Kota Ibushi,https://prowrestling.fandom.com/wiki/Kota_Ibushi,Kota_Ibushi_1.png,https://static.wikia.nocookie.net/prowrestling/images/c/c2/Kota_Ibushi_1.png/revision/latest?cb=20180930120232,Saved square portrait from Pro Wrestling Fandom page image
134,wwe-nxt-myles-borne,Myles Borne,saved,Myles Borne,https://prowrestling.fandom.com/wiki/Myles_Borne,Myles_Borne_2025.png,https://static.wikia.nocookie.net/prowrestling/images/c/cb/Myles_Borne_2025.png/revision/latest?cb=20250924125546,Saved square portrait from Pro Wrestling Fandom page image
135,wwe-smackdown-nathan-frazer,Nathan Frazer,saved,Nathan Frazer,https://prowrestling.fandom.com/wiki/Nathan_Frazer,NathanFrazerWWE.png,https://static.wikia.nocookie.net/prowrestling/images/d/d7/NathanFrazerWWE.png/revision/latest?cb=20220504082738,Saved square portrait from Pro Wrestling Fandom page image
136,wwe-smackdown-axiom,Axiom,saved,A-Kid,https://prowrestling.fandom.com/wiki/A-Kid,Axiom.png,https://static.wikia.nocookie.net/prowrestling/images/0/05/Axiom.png/revision/latest?cb=20230301132409,Saved square portrait from Pro Wrestling Fandom page image
137,wwe-nxt-channing-stacks-lorenzo,"Channing ""Stacks"" Lorenzo",saved,Channing Lorenzo,https://prowrestling.fandom.com/wiki/Channing_Lorenzo,Channing_Lorenzo.jpg,https://static.wikia.nocookie.net/prowrestling/images/6/6e/Channing_Lorenzo.jpg/revision/latest?cb=20220507161847,Saved square portrait from Pro Wrestling Fandom page image
138,wwe-nxt-josh-briggs,Josh Briggs,saved,Josh Briggs,https://prowrestling.fandom.com/wiki/Josh_Briggs,Josh_Briggs_-_WWEProfilePic.png,https://static.wikia.nocookie.net/prowrestling/images/0/0f/Josh_Briggs_-_WWEProfilePic.png/revision/latest?cb=20210927173726,Saved square portrait from Pro Wrestling Fandom page image
139,wwe-nxt-nikkita-lyons,Nikkita Lyons,saved,Nikkita Lyons,https://prowrestling.fandom.com/wiki/Nikkita_Lyons,Nikkita_Lyons_2026.png,https://static.wikia.nocookie.net/prowrestling/images/0/08/Nikkita_Lyons_2026.png/revision/latest?cb=20260518182515,Saved square portrait from Pro Wrestling Fandom page image
140,wwe-smackdown-kit-wilson,Kit Wilson,saved,Kit Wilson,https://prowrestling.fandom.com/wiki/Kit_Wilson,Kit_Wilson_2026.png,https://static.wikia.nocookie.net/prowrestling/images/7/73/Kit_Wilson_2026.png/revision/latest?cb=20260208224407,Saved square portrait from Pro Wrestling Fandom page image
141,wwe-smackdown-royce-keys,Royce Keys,saved,Will Hobbs,https://prowrestling.fandom.com/wiki/Will_Hobbs,POWERHOUSE_HOBBS_-_NO_BG.png,https://static.wikia.nocookie.net/prowrestling/images/2/2d/POWERHOUSE_HOBBS_-_NO_BG.png/revision/latest?cb=20230316000816,Saved square portrait from Pro Wrestling Fandom page image
142,wwe-raw-rusev,Rusev,saved,Rusev,https://prowrestling.fandom.com/wiki/Rusev,Rusev_2025.png,https://static.wikia.nocookie.net/prowrestling/images/d/d4/Rusev_2025.png/revision/latest?cb=20250602145139,Saved square portrait from Pro Wrestling Fandom page image
143,wwe-smackdown-tama-tonga,Tama Tonga,saved,Tama Tonga,https://prowrestling.fandom.com/wiki/Tama_Tonga,Tama_Tonga_2026.png,https://static.wikia.nocookie.net/prowrestling/images/d/d8/Tama_Tonga_2026.png/revision/latest?cb=20260403110714,Saved square portrait from Pro Wrestling Fandom page image
144,wwe-raw-otis,Otis,saved,Otis Dozovic,https://prowrestling.fandom.com/wiki/Otis_Dozovic,Otis2022.png,https://static.wikia.nocookie.net/prowrestling/images/5/56/Otis2022.png/revision/latest?cb=20220503060949,Saved square portrait from Pro Wrestling Fandom page image
145,wwe-nxt-bronco-nima,Bronco Nima,saved,Bronco Nima,https://prowrestling.fandom.com/wiki/Bronco_Nima,Bronco_Nima_2023.png,https://static.wikia.nocookie.net/prowrestling/images/3/3f/Bronco_Nima_2023.png/revision/latest?cb=20231004222947,Saved square portrait from Pro Wrestling Fandom page image
146,wwe-nxt-kali-armstrong,Kali Armstrong,saved,Kali Armstrong,https://prowrestling.fandom.com/wiki/Kali_Armstrong,Kali_Armstrong_2026.png,https://static.wikia.nocookie.net/prowrestling/images/e/ea/Kali_Armstrong_2026.png/revision/latest?cb=20260511232649,Saved square portrait from Pro Wrestling Fandom page image
147,wwe-nxt-adriana-rizzo,Adriana Rizzo,saved,Adriana Rizzo,https://prowrestling.fandom.com/wiki/Adriana_Rizzo,Adriana_Rizzo.png,https://static.wikia.nocookie.net/prowrestling/images/1/16/Adriana_Rizzo.png/revision/latest?cb=20240215003032,Saved square portrait from Pro Wrestling Fandom page image
148,wwe-nxt-arianna-grace,Arianna Grace,saved,Arianna Grace,https://prowrestling.fandom.com/wiki/Arianna_Grace,Arianna_Grace_2023.png,https://static.wikia.nocookie.net/prowrestling/images/a/a4/Arianna_Grace_2023.png/revision/latest?cb=20231019201104,Saved square portrait from Pro Wrestling Fandom page image
149,wwe-nxt-karmen-petrovic,Karmen Petrovic,saved,Karmen Petrovic,https://prowrestling.fandom.com/wiki/Karmen_Petrovic,Karmen_Petrovic_2025.png,https://static.wikia.nocookie.net/prowrestling/images/9/9f/Karmen_Petrovic_2025.png/revision/latest?cb=20250828222923,Saved square portrait from Pro Wrestling Fandom page image
150,wwe-nxt-kendal-grey,Kendal Grey,saved,Peyton Prussin,https://prowrestling.fandom.com/wiki/Peyton_Prussin,Kendal_Grey_2025.png,https://static.wikia.nocookie.net/prowrestling/images/1/11/Kendal_Grey_2025.png/revision/latest?cb=20251212192228,Saved square portrait from Pro Wrestling Fandom page image
151,wwe-smackdown-kiana-james,Kiana James,saved,Kiana James,https://prowrestling.fandom.com/wiki/Kiana_James,Kiana_James_2023.png,https://static.wikia.nocookie.net/prowrestling/images/4/49/Kiana_James_2023.png/revision/latest?cb=20231129115412,Saved square portrait from Pro Wrestling Fandom page image
152,wwe-smackdown-lainey-reid,Lainey Reid,saved,Lainey Reid,https://prowrestling.fandom.com/wiki/Lainey_Reid,Lainey_Reid_2025.png,https://static.wikia.nocookie.net/prowrestling/images/b/b7/Lainey_Reid_2025.png/revision/latest?cb=20251028213345,Saved square portrait from Pro Wrestling Fandom page image
153,wwe-nxt-lizzy-rain,Lizzy Rain,saved,Rayne Leverkusen,https://prowrestling.fandom.com/wiki/Rayne_Leverkusen,Lizzy_Rain.png,https://static.wikia.nocookie.net/prowrestling/images/0/09/Lizzy_Rain.png/revision/latest?cb=20260518181052,Saved square portrait from Pro Wrestling Fandom page image
154,wwe-nxt-myka-lockwood,Myka Lockwood,saved,Bayley Humphrey,https://prowrestling.fandom.com/wiki/Bayley_Humphrey,Myka_Lockwood.png,https://static.wikia.nocookie.net/prowrestling/images/b/b4/Myka_Lockwood.png/revision/latest?cb=20260315171851,Saved square portrait from Pro Wrestling Fandom page image
155,wwe-smackdown-piper-niven,Piper Niven,saved,Piper Niven,https://prowrestling.fandom.com/wiki/Piper_Niven,Piper_Niven_(Secret_Hervice).png,https://static.wikia.nocookie.net/prowrestling/images/a/a2/Piper_Niven_%28Secret_Hervice%29.png/revision/latest?cb=20251213225021,Saved square portrait from Pro Wrestling Fandom page image
156,wwe-nxt-skylar-raye,Skylar Raye,saved,Dani Sekelsky,https://prowrestling.fandom.com/wiki/Dani_Sekelsky,Dani_Sekelsky.png,https://static.wikia.nocookie.net/prowrestling/images/0/07/Dani_Sekelsky.png/revision/latest?cb=20250303162202,Saved square portrait from Pro Wrestling Fandom page image
157,wwe-nxt-tatum-paxley,Tatum Paxley,saved,Tatum Paxley,https://prowrestling.fandom.com/wiki/Tatum_Paxley,Tatum_Paxley_2024.png,https://static.wikia.nocookie.net/prowrestling/images/3/30/Tatum_Paxley_2024.png/revision/latest?cb=20240309035246,Saved square portrait from Pro Wrestling Fandom page image
158,wwe-nxt-thea-hail,Thea Hail,saved,Thea Hail,https://prowrestling.fandom.com/wiki/Thea_Hail,Thea_Hail_2026.png,https://static.wikia.nocookie.net/prowrestling/images/7/7f/Thea_Hail_2026.png/revision/latest?cb=20260511232653,Saved square portrait from Pro Wrestling Fandom page image
159,wwe-nxt-wendy-choo,Wendy Choo,saved,Karen Q,https://prowrestling.fandom.com/wiki/Karen_Q,Wendy_Choo_2026.png,https://static.wikia.nocookie.net/prowrestling/images/7/72/Wendy_Choo_2026.png/revision/latest?cb=20260416150218,Saved square portrait from Pro Wrestling Fandom page image
160,wwe-nxt-wren-sinclair,Wren Sinclair,saved,Madi Wrenkowski,https://prowrestling.fandom.com/wiki/Madi_Wrenkowski,Wren_Sinclair.png,https://static.wikia.nocookie.net/prowrestling/images/4/47/Wren_Sinclair.png/revision/latest?cb=20250815221800,Saved square portrait from Pro Wrestling Fandom page image
161,wwe-nxt-zaria,Zaria,saved,DELTA,https://prowrestling.fandom.com/wiki/DELTA,Zaria.png,https://static.wikia.nocookie.net/prowrestling/images/3/38/Zaria.png/revision/latest?cb=20241227214656,Saved square portrait from Pro Wrestling Fandom page image
162,wwe-raw-cruz-del-toro,Cruz Del Toro,saved,Raul Mendoza,https://prowrestling.fandom.com/wiki/Raul_Mendoza,Raul_Mendoza_Stat2.png,https://static.wikia.nocookie.net/prowrestling/images/0/0b/Raul_Mendoza_Stat2.png/revision/latest?cb=20200710162404,Saved square portrait from Pro Wrestling Fandom page image
163,wwe-smackdown-talla-tonga,Talla Tonga,saved,HIKULEO,https://prowrestling.fandom.com/wiki/HIKULEO,Talla_Tonga.png,https://static.wikia.nocookie.net/prowrestling/images/4/49/Talla_Tonga.png/revision/latest?cb=20260403110706,Saved square portrait from Pro Wrestling Fandom page image
164,wwe-smackdown-angel,Angel,saved,Angel Garza,https://prowrestling.fandom.com/wiki/Angel_Garza,Angel_Garza_Stat.png,https://static.wikia.nocookie.net/prowrestling/images/4/45/Angel_Garza_Stat.png/revision/latest?cb=20190627022708,Saved square portrait from Pro Wrestling Fandom page image
165,wwe-smackdown-berto,Berto,saved,Humberto Carrillo,https://prowrestling.fandom.com/wiki/Humberto_Carrillo,Humberto_Carrillo_stat_photo.png,https://static.wikia.nocookie.net/prowrestling/images/f/f4/Humberto_Carrillo_stat_photo.png/revision/latest?cb=20190116061338,Saved square portrait from Pro Wrestling Fandom page image
166,wwe-raw-bravo-americano,Bravo Americano,saved,Tyler Bate,https://prowrestling.fandom.com/wiki/Tyler_Bate,Tyler_Bate_stat.png,https://static.wikia.nocookie.net/prowrestling/images/1/13/Tyler_Bate_stat.png/revision/latest?cb=20171012024728,Saved square portrait from Pro Wrestling Fandom page image
167,wwe-raw-grayson-waller,Grayson Waller,saved,Grayson Waller,https://prowrestling.fandom.com/wiki/Grayson_Waller,Grayson_Waller_2023.png,https://static.wikia.nocookie.net/prowrestling/images/5/55/Grayson_Waller_2023.png/revision/latest?cb=20230412033038,Saved square portrait from Pro Wrestling Fandom page image
168,wwe-raw-joaquin-wilde,Joaquin Wilde,saved,Zema Ion,https://prowrestling.fandom.com/wiki/Zema_Ion,Joaquin_Wilde_Stat2.png,https://static.wikia.nocookie.net/prowrestling/images/8/8f/Joaquin_Wilde_Stat2.png/revision/latest?cb=20200710162404,Saved square portrait from Pro Wrestling Fandom page image
169,wwe-smackdown-matt-cardona,Matt Cardona,saved,Matt Cardona,https://prowrestling.fandom.com/wiki/Matt_Cardona,Zack_Ryder_-_2016.png,https://static.wikia.nocookie.net/prowrestling/images/d/da/Zack_Ryder_-_2016.png/revision/latest/scale-to-width-down/674?cb=20161223124917,Saved square portrait from Pro Wrestling Fandom page image
170,wwe-raw-rayo-americano,Rayo Americano,saved,Rayo,https://prowrestling.fandom.com/wiki/Rayo,Rayo_2019.jpg,https://static.wikia.nocookie.net/prowrestling/images/2/24/Rayo_2019.jpg/revision/latest/scale-to-width-down/1536?cb=20190726011431,Saved square portrait from Pro Wrestling Fandom page image
171,wwe-nxt-brad-baylor,Brad Baylor,saved,Brad Baylor,https://prowrestling.fandom.com/wiki/Brad_Baylor,Brad_Baylor_2026.png,https://static.wikia.nocookie.net/prowrestling/images/6/6a/Brad_Baylor_2026.png/revision/latest?cb=20260227202120,Saved square portrait from Pro Wrestling Fandom page image
172,wwe-nxt-cutler-james,Cutler James,saved,Cutler James,https://prowrestling.fandom.com/wiki/Cutler_James,Cutler_James_(Darkstate).png,https://static.wikia.nocookie.net/prowrestling/images/d/d4/Cutler_James_%28Darkstate%29.png/revision/latest/scale-to-width-down/1536?cb=20250510154014,Saved square portrait from Pro Wrestling Fandom page image
173,wwe-nxt-dion-lennox,Dion Lennox,saved,Dion Lennox,https://prowrestling.fandom.com/wiki/Dion_Lennox,Dion_Lennox_(Darkstate).png,https://static.wikia.nocookie.net/prowrestling/images/b/b8/Dion_Lennox_%28Darkstate%29.png/revision/latest/scale-to-width-down/1536?cb=20250510154018,Saved square portrait from Pro Wrestling Fandom page image
